
5월 19, 2018 11:23:32.03 NEW SESSION
5월 19, 2018 11:23:32.03 [756:920:0519/112332.032:ERROR:in_progress_cache_impl.cc(93)] Could not read download entries from file because there was a read failure.
5월 19, 2018 11:32:55.16 Unable to read VR Path Registry from C:\Users\evert\AppData\Local\openvr\openvrpaths.vrpath

5월 28, 2018 10:27:12.51 NEW SESSION
5월 28, 2018 10:27:12.51 [4032:6020:0528/102712.511:ERROR:in_progress_cache_impl.cc(93)] Could not read download entries from file because there was a read failure.
5월 28, 2018 10:27:13.70 [4032:13924:0528/102713.704:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 28, 2018 10:27:13.70 [4032:13924:0528/102713.704:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 28, 2018 10:27:13.70 [4032:13924:0528/102713.704:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 28, 2018 10:27:13.70 [4032:13924:0528/102713.704:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 28, 2018 10:27:13.70 [4032:13924:0528/102713.704:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 28, 2018 10:27:13.71 [4032:13924:0528/102713.704:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 28, 2018 10:27:13.71 [4032:13924:0528/102713.704:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 28, 2018 10:27:13.71 [4032:13924:0528/102713.704:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 28, 2018 10:27:13.71 [4032:13924:0528/102713.704:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 28, 2018 10:27:13.71 [4032:13924:0528/102713.704:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 28, 2018 10:27:13.71 [4032:13924:0528/102713.704:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 28, 2018 10:27:13.71 [4032:13924:0528/102713.704:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 28, 2018 10:27:13.71 [4032:13924:0528/102713.704:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 28, 2018 10:27:13.71 [4032:13924:0528/102713.704:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
5월 28, 2018 10:27:13.71 [4032:13924:0528/102713.704:ERROR:in_progress_cache_impl.cc(189)] Cache is not initialized, cannot RetrieveEntry.
